Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
3.59,934.0,24.0,16502.78620930718
4.53,1090.0,27.0,27140.00949485198
1.27,615.0,3.0,726.8807642365824
1.66,648.0,12.0,2386.039620401448
2.51,785.0,18.0,7208.698502927139
2.98,836.0,21.0,10945.308805106837
3.59,933.0,24.0,16502.78620930718
4.53,1090.0,27.0,27140.00949485198
1.23,585.0,3.0,561.2874154658646
2.09,715.0,15.0,4342.937684322529
1.18,546.0,3.0,377.44141337778973
1.2,504.0,6.0,411.7476051549902
1.66,646.0,12.0,2386.039620401448
4.52,1080.0,27.0,27140.00949485198
1.13,494.0,3.0,176.80883454403357
1.2,504.0,6.0,417.4862477355475
1.39,590.0,9.0,1219.7966515848211
2.09,713.0,15.0,4342.937684322529
2.51,781.0,18.0,7208.698502927139
3.59,930.0,24.0,16502.78620930718
1.2,504.0,6.0,421.79022967096563
1.66,645.0,12.0,2386.039620401448
2.09,712.0,15.0,4342.937684322529
2.51,780.0,18.0,7208.698502927139
2.98,832.0,21.0,10945.308805106837
1.12,468.0,3.0,133.99730425601425
1.66,644.0,12.0,2386.039620401448
2.08,711.0,15.0,4342.937684322529
2.51,779.0,18.0,7208.698502927139
4.52,1080.0,27.0,27140.00949485198
1.21,507.0,6.0,458.10704074646355
2.08,710.0,15.0,4342.937684322529
2.98,829.0,21.0,10945.308805106837
3.59,927.0,24.0,16502.78620930718
1.22,533.0,3.0,469.5424380055305
2.08,709.0,15.0,4342.937684322529
2.51,777.0,18.0,7208.698502927139
2.98,828.0,21.0,10945.308805106837
3.59,926.0,24.0,16502.78620930718
1.31,616.0,3.0,884.0441727201678
1.23,515.0,6.0,510.13181508991056
1.39,586.0,9.0,1219.7966515848211
1.66,641.0,12.0,2386.039620401448
2.08,708.0,15.0,4342.937684322529
2.51,776.0,18.0,7208.698502927139
1.24,521.0,6.0,547.3073281573899
1.66,640.0,12.0,2386.039620401448
2.08,707.0,15.0,4342.937684322529
2.97,826.0,21.0,10945.308805106837
3.59,924.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.2,564.0,3.0,460.93447413469437
1.24,520.0,6.0,544.3961189650634
2.08,706.0,15.0,4342.937684322529
2.51,774.0,18.0,7208.698502927139
2.97,825.0,21.0,10945.308805106837
3.59,923.0,24.0,16502.78620930718
4.51,1080.0,27.0,27140.00949485198
1.24,522.0,6.0,560.4077695228592
1.39,584.0,9.0,1219.7966515848211
2.08,705.0,15.0,4342.937684322529
2.97,824.0,21.0,10945.308805106837
3.58,922.0,24.0,16502.78620930718
4.51,1080.0,27.0,27140.00949485198
1.25,528.0,6.0,595.3422798307778
2.08,705.0,15.0,4342.937684322529
3.58,921.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.12,462.0,3.0,132.9930418044167
1.39,582.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
2.51,771.0,18.0,7208.698502927139
2.97,822.0,21.0,10945.308805106837
3.58,920.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.16,482.0,3.0,241.9026343264141
2.08,703.0,15.0,4342.937684322529
2.97,821.0,21.0,10945.308805106837
2.08,702.0,15.0,4342.937684322529
4.51,1070.0,27.0,27140.00949485198
1.24,544.0,3.0,563.580778102985
1.25,530.0,6.0,622.9987671578799
1.66,634.0,12.0,2386.039620401448
2.08,701.0,15.0,4342.937684322529
2.51,767.0,18.0,7208.698502927139
4.51,1070.0,27.0,27140.00949485198
1.26,536.0,6.0,657.9332774657985
1.39,579.0,9.0,1219.7966515848211
3.58,915.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.26,534.0,6.0,649.1996498888187
1.39,578.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.08,699.0,15.0,4342.937684322529
2.97,817.0,21.0,10945.308805106837
3.58,914.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.32,620.0,3.0,950.5098012946158
1.66,632.0,12.0,2386.039620401448
2.08,698.0,15.0,4342.937684322529
2.97,816.0,21.0,10945.308805106837
3.58,913.0,24.0,16502.78620930718
4.5,1070.0,27.0,27140.00949485198
1.33,643.0,3.0,1031.5210038551845
1.28,546.0,6.0,720.524275100819
1.66,631.0,12.0,2386.039620401448
2.08,697.0,15.0,4342.937684322529
1.32,641.0,3.0,971.0453452735811
1.39,576.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.08,696.0,15.0,4342.937684322529
2.5,762.0,18.0,7208.698502927139
2.97,814.0,21.0,10945.308805106837
3.58,911.0,24.0,16502.78620930718
4.5,1070.0,27.0,27140.00949485198
1.26,603.0,3.0,725.707902979242
1.39,575.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
2.08,695.0,15.0,4342.937684322529
3.58,910.0,24.0,16502.78620930718
4.5,1070.0,27.0,27140.00949485198
1.39,575.0,9.0,1219.7966515848211
1.66,628.0,12.0,2386.039620401448
2.08,694.0,15.0,4342.937684322529
2.5,760.0,18.0,7208.698502927139
2.97,812.0,21.0,10945.308805106837
3.57,909.0,24.0,16502.78620930718
1.28,610.0,3.0,783.2618803930072
1.39,594.0,9.0,1219.7966515848211
2.51,787.0,18.0,7208.698502927139
3.6,935.0,24.0,16502.78620930718
1.29,624.0,3.0,834.972495471095
1.39,593.0,9.0,1219.7966515848211
2.51,785.0,18.0,7208.698502927139
3.59,934.0,24.0,16502.78620930718
4.53,1090.0,27.0,27140.00949485198
1.29,625.0,3.0,805.818515645782
1.39,592.0,9.0,1219.7966515848211
1.66,648.0,12.0,2386.039620401448
2.51,784.0,18.0,7208.698502927139
3.59,933.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.25,598.0,3.0,642.686081120376
1.2,504.0,6.0,406.0089625744328
3.59,932.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.2,558.0,3.0,438.7234140738147
1.39,591.0,9.0,1219.7966515848211
1.66,646.0,12.0,2386.039620401448
2.09,714.0,15.0,4342.937684322529
2.51,782.0,18.0,7208.698502927139
2.98,833.0,21.0,10945.308805106837
1.66,645.0,12.0,2386.039620401448
2.09,713.0,15.0,4342.937684322529
3.59,929.0,24.0,16502.78620930718
1.21,507.0,6.0,449.43624502255574
1.66,644.0,12.0,2386.039620401448
2.51,780.0,18.0,7208.698502927139
2.98,831.0,21.0,10945.308805106837
3.59,928.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.12,467.0,3.0,117.06830864337006
1.22,508.0,6.0,462.44243860841755
1.66,643.0,12.0,2386.039620401448
2.51,779.0,18.0,7208.698502927139
2.98,830.0,21.0,10945.308805106837
1.14,476.0,3.0,182.08671020206438
1.22,509.0,6.0,469.668101711674
2.08,710.0,15.0,4342.937684322529
2.51,778.0,18.0,7208.698502927139
3.59,926.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.18,502.0,3.0,321.0707691968769
1.23,514.0,6.0,502.90615198665404
1.39,587.0,9.0,1219.7966515848211
2.08,709.0,15.0,4342.937684322529
2.51,777.0,18.0,7208.698502927139
3.59,925.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.24,552.0,3.0,571.4242877614477
1.39,586.0,9.0,1219.7966515848211
1.66,641.0,12.0,2386.039620401448
2.08,708.0,15.0,4342.937684322529
2.51,775.0,18.0,7208.698502927139
2.98,827.0,21.0,10945.308805106837
4.52,1080.0,27.0,27140.00949485198
1.32,637.0,3.0,978.3547841809334
1.24,521.0,6.0,547.3073281573899
2.08,707.0,15.0,4342.937684322529
2.97,826.0,21.0,10945.308805106837
4.52,1080.0,27.0,27140.00949485198
1.29,630.0,3.0,834.2708731117937
1.39,584.0,9.0,1219.7966515848211
1.66,639.0,12.0,2386.039620401448
2.08,706.0,15.0,4342.937684322529
2.51,773.0,18.0,7208.698502927139
3.59,922.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.17,529.0,3.0,311.4051357993322
1.24,522.0,6.0,561.8633741190225
1.39,584.0,9.0,1219.7966515848211
2.08,705.0,15.0,4342.937684322529
2.51,772.0,18.0,7208.698502927139
2.97,824.0,21.0,10945.308805106837
3.59,921.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.25,529.0,6.0,602.6203028115941
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
3.58,920.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.25,529.0,6.0,605.5315120039206
1.39,582.0,9.0,1219.7966515848211
1.66,636.0,12.0,2386.039620401448
2.08,703.0,15.0,4342.937684322529
2.51,770.0,18.0,7208.698502927139
2.97,822.0,21.0,10945.308805106837
3.58,919.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.13,467.0,3.0,166.19025137490004
1.26,533.0,6.0,634.643603927186
1.66,635.0,12.0,2386.039620401448
2.08,702.0,15.0,4342.937684322529
2.51,769.0,18.0,7208.698502927139
3.58,918.0,24.0,16502.78620930718
1.16,484.0,3.0,259.49555318651693
2.51,768.0,18.0,7208.698502927139
4.51,1070.0,27.0,27140.00949485198
1.2,510.0,3.0,388.33226791023435
1.66,634.0,12.0,2386.039620401448
2.08,700.0,15.0,4342.937684322529
2.51,767.0,18.0,7208.698502927139
2.97,819.0,21.0,10945.308805106837
3.58,916.0,24.0,16502.78620930718
1.24,543.0,3.0,566.5548191483833
2.08,699.0,15.0,4342.937684322529
2.51,766.0,18.0,7208.698502927139
1.27,571.0,3.0,707.2667541026702
1.28,550.0,6.0,736.5359256586149
1.66,632.0,12.0,2386.039620401448
2.97,817.0,21.0,10945.308805106837
1.3,595.0,3.0,831.2654161398593
1.39,577.0,9.0,1219.7966515848211
2.08,697.0,15.0,4342.937684322529
2.97,816.0,21.0,10945.308805106837
4.51,1070.0,27.0,27140.00949485198
1.33,641.0,3.0,1028.6516825649057
2.08,696.0,15.0,4342.937684322529
2.5,763.0,18.0,7208.698502927139
2.97,815.0,21.0,10945.308805106837
3.58,912.0,24.0,16502.78620930718
4.5,1070.0,27.0,27140.00949485198
1.32,643.0,3.0,998.0839860454772
1.66,629.0,12.0,2386.039620401448
2.5,762.0,18.0,7208.698502927139
2.97,814.0,21.0,10945.308805106837
3.58,911.0,24.0,16502.78620930718
4.5,1070.0,27.0,27140.00949485198
1.3,630.0,3.0,899.7311920370929
1.39,575.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
2.08,695.0,15.0,4342.937684322529
4.5,1070.0,27.0,27140.00949485198
1.24,585.0,3.0,628.9468492486766
1.39,574.0,9.0,1219.7966515848211
1.66,628.0,12.0,2386.039620401448
2.08,694.0,15.0,4342.937684322529
2.5,760.0,18.0,7208.698502927139
2.97,812.0,21.0,10945.308805106837
3.58,909.0,24.0,16502.78620930718
4.5,1060.0,27.0,27140.00949485198
1.27,598.0,3.0,732.6822386702115
1.39,594.0,9.0,1219.7966515848211
2.09,717.0,15.0,4342.937684322529
2.51,786.0,18.0,7208.698502927139
3.6,934.0,24.0,16502.78620930718
1.29,616.0,3.0,806.2792825683084
1.39,593.0,9.0,1219.7966515848211
1.66,648.0,12.0,2386.039620401448
2.09,716.0,15.0,4342.937684322529
2.98,835.0,21.0,10945.308805106837
3.6,933.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.29,624.0,3.0,817.4842963661121
1.2,505.0,6.0,414.61692644526886
1.66,647.0,12.0,2386.039620401448
2.09,715.0,15.0,4342.937684322529
2.98,834.0,21.0,10945.308805106837
3.59,932.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.27,611.0,3.0,719.8645406435651
1.21,506.0,6.0,431.832854186941
1.66,646.0,12.0,2386.039620401448
2.09,714.0,15.0,4342.937684322529
2.98,833.0,21.0,10945.308805106837
3.59,931.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.22,573.0,3.0,511.14759671457136
1.21,504.0,6.0,424.6595509612443
1.39,590.0,9.0,1219.7966515848211
1.66,645.0,12.0,2386.039620401448
2.09,713.0,15.0,4342.937684322529
2.51,782.0,18.0,7208.698502927139
3.59,930.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.18,536.0,3.0,345.4076402866858
1.39,589.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.98,831.0,21.0,10945.308805106837
3.59,929.0,24.0,16502.78620930718
1.22,508.0,6.0,463.8875712290688
1.39,589.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.51,779.0,18.0,7208.698502927139
3.59,928.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.12,475.0,3.0,128.39689175221486
1.66,643.0,12.0,2386.039620401448
2.09,710.0,15.0,4342.937684322529
2.51,778.0,18.0,7208.698502927139
3.59,927.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.13,469.0,3.0,141.74447173976665
1.23,519.0,6.0,531.2956775995938
1.66,642.0,12.0,2386.039620401448
2.09,709.0,15.0,4342.937684322529
2.98,828.0,21.0,10945.308805106837
3.59,926.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.15,484.0,3.0,228.52992159763352
1.39,586.0,9.0,1219.7966515848211
1.66,641.0,12.0,2386.039620401448
2.08,708.0,15.0,4342.937684322529
2.51,776.0,18.0,7208.698502927139
2.98,827.0,21.0,10945.308805106837
4.52,1080.0,27.0,27140.00949485198
1.2,521.0,3.0,420.81633594835284
1.39,585.0,9.0,1219.7966515848211
2.08,707.0,15.0,4342.937684322529
2.51,775.0,18.0,7208.698502927139
2.98,826.0,21.0,10945.308805106837
4.52,1080.0,27.0,27140.00949485198
1.24,524.0,6.0,566.2301879075123
1.39,585.0,9.0,1219.7966515848211
2.51,774.0,18.0,7208.698502927139
2.98,825.0,21.0,10945.308805106837
3.59,922.0,24.0,16502.78620930718
1.33,650.0,3.0,1011.1739554354348
1.25,529.0,6.0,598.2534890231043
1.39,584.0,9.0,1219.7966515848211
2.08,705.0,15.0,4342.937684322529
2.51,773.0,18.0,7208.698502927139
3.59,921.0,24.0,16502.78620930718
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.97,823.0,21.0,10945.308805106837
1.66,637.0,12.0,2386.039620401448
2.51,771.0,18.0,7208.698502927139
2.97,822.0,21.0,10945.308805106837
4.52,1070.0,27.0,27140.00949485198
1.66,636.0,12.0,2386.039620401448
3.58,918.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.11,453.0,3.0,93.28435786059293
2.08,702.0,15.0,4342.937684322529
2.97,820.0,21.0,10945.308805106837
3.58,917.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.14,472.0,3.0,196.50662048204157
1.27,545.0,6.0,701.6014153506966
1.39,580.0,9.0,1219.7966515848211
2.08,701.0,15.0,4342.937684322529
2.51,767.0,18.0,7208.698502927139
4.51,1070.0,27.0,27140.00949485198
1.66,633.0,12.0,2386.039620401448
2.08,700.0,15.0,4342.937684322529
3.58,915.0,24.0,16502.78620930718
1.22,530.0,3.0,498.1518751042216
1.28,547.0,6.0,719.0686705046556
2.51,765.0,18.0,7208.698502927139
3.58,914.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.25,554.0,3.0,618.673841271438
2.51,764.0,18.0,7208.698502927139
4.51,1070.0,27.0,27140.00949485198
1.29,554.0,6.0,764.1924129857172
1.66,631.0,12.0,2386.039620401448
2.51,763.0,18.0,7208.698502927139
2.97,815.0,21.0,10945.308805106837
1.33,630.0,3.0,997.1415082494003
1.39,576.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.97,814.0,21.0,10945.308805106837
3.58,911.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.33,639.0,3.0,1027.2170219197665
2.5,761.0,18.0,7208.698502927139
3.58,910.0,24.0,16502.78620930718
4.5,1060.0,27.0,27140.00949485198
1.3,628.0,3.0,889.9817828354527
1.39,574.0,9.0,1219.7966515848211
2.5,760.0,18.0,7208.698502927139
2.97,812.0,21.0,10945.308805106837
3.58,909.0,24.0,16502.78620930718
4.5,1060.0,27.0,27140.00949485198
1.26,602.0,3.0,729.8548052819807
1.3,564.0,6.0,838.4282473900439
1.39,574.0,9.0,1219.7966515848211
2.5,759.0,18.0,7208.698502927139
2.97,811.0,21.0,10945.308805106837
4.5,1060.0,27.0,27140.00949485198
1.2,505.0,6.0,410.31294450985087
1.39,593.0,9.0,1219.7966515848211
1.66,648.0,12.0,2386.039620401448
2.09,717.0,15.0,4342.937684322529
2.51,786.0,18.0,7208.698502927139
3.6,933.0,24.0,16502.78620930718
1.2,505.0,6.0,414.61692644526886
1.66,648.0,12.0,2386.039620401448
2.09,716.0,15.0,4342.937684322529
1.2,504.0,6.0,408.87828386471153
1.39,591.0,9.0,1219.7966515848211
2.51,783.0,18.0,7208.698502927139
2.98,834.0,21.0,10945.308805106837
3.6,931.0,24.0,16502.78620930718
1.28,621.0,3.0,797.3362154810894
1.39,591.0,9.0,1219.7966515848211
1.66,646.0,12.0,2386.039620401448
3.59,930.0,24.0,16502.78620930718
1.25,602.0,3.0,673.5574649296516
1.39,590.0,9.0,1219.7966515848211
1.66,645.0,12.0,2386.039620401448
2.98,832.0,21.0,10945.308805106837
3.59,929.0,24.0,16502.78620930718
1.2,556.0,3.0,438.7234140738147
1.22,509.0,6.0,466.7778364703714
1.39,589.0,9.0,1219.7966515848211
2.09,712.0,15.0,4342.937684322529
2.51,780.0,18.0,7208.698502927139
2.98,831.0,21.0,10945.308805106837
4.53,1080.0,27.0,27140.00949485198
1.16,522.0,3.0,291.08950330611833
1.22,510.0,6.0,475.44863219427924
1.39,588.0,9.0,1219.7966515848211
2.98,830.0,21.0,10945.308805106837
4.53,1080.0,27.0,27140.00949485198
1.14,499.0,3.0,201.9520477482639
1.22,512.0,6.0,488.454825780141
1.66,642.0,12.0,2386.039620401448
2.09,710.0,15.0,4342.937684322529
2.98,829.0,21.0,10945.308805106837
3.59,926.0,24.0,16502.78620930718
4.52,1080.0,27.0,27140.00949485198
1.12,470.0,3.0,121.15552068569036
1.39,587.0,9.0,1219.7966515848211
2.51,777.0,18.0,7208.698502927139
2.98,828.0,21.0,10945.308805106837
3.59,925.0,24.0,16502.78620930718
1.13,472.0,3.0,167.63538399555136
1.39,586.0,9.0,1219.7966515848211
2.98,826.0,21.0,10945.308805106837
1.17,496.0,3.0,299.07962062174835
1.24,526.0,6.0,579.3306292729818
1.66,640.0,12.0,2386.039620401448
2.09,707.0,15.0,4342.937684322529
2.51,774.0,18.0,7208.698502927139
3.59,923.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.25,528.0,6.0,589.5198614461247
1.39,584.0,9.0,1219.7966515848211
1.66,639.0,12.0,2386.039620401448
2.08,706.0,15.0,4342.937684322529
2.51,773.0,18.0,7208.698502927139
3.59,922.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.29,599.0,3.0,816.6046504231068
1.25,533.0,6.0,622.9987671578799
2.51,772.0,18.0,7208.698502927139
2.98,823.0,21.0,10945.308805106837
3.59,921.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.26,534.0,6.0,628.821185542533
2.51,771.0,18.0,7208.698502927139
2.98,822.0,21.0,10945.308805106837
3.59,920.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.18,537.0,3.0,349.81634197722343
1.26,535.0,6.0,641.9216269080024
1.39,582.0,9.0,1219.7966515848211
1.66,636.0,12.0,2386.039620401448
2.08,703.0,15.0,4342.937684322529
2.51,770.0,18.0,7208.698502927139
2.97,821.0,21.0,10945.308805106837
3.59,919.0,24.0,16502.78620930718
1.27,542.0,6.0,681.2229510044108
1.39,581.0,9.0,1219.7966515848211
1.66,635.0,12.0,2386.039620401448
2.08,702.0,15.0,4342.937684322529
2.51,769.0,18.0,7208.698502927139
4.52,1070.0,27.0,27140.00949485198
1.27,545.0,6.0,698.69020615837
1.39,580.0,9.0,1219.7966515848211
4.51,1070.0,27.0,27140.00949485198
1.27,544.0,6.0,698.69020615837
1.66,634.0,12.0,2386.039620401448
2.51,767.0,18.0,7208.698502927139
3.58,915.0,24.0,16502.78620930718
1.17,488.0,3.0,285.8849314766711
1.28,549.0,6.0,732.1691118701252
1.66,633.0,12.0,2386.039620401448
2.51,766.0,18.0,7208.698502927139
2.97,817.0,21.0,10945.308805106837
3.58,914.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.39,578.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.08,698.0,15.0,4342.937684322529
2.51,765.0,18.0,7208.698502927139
2.97,816.0,21.0,10945.308805106837
3.58,913.0,24.0,16502.78620930718
4.51,1070.0,27.0,27140.00949485198
1.29,558.0,6.0,784.570877332003
1.39,577.0,9.0,1219.7966515848211
1.66,631.0,12.0,2386.039620401448
2.08,697.0,15.0,4342.937684322529
3.58,912.0,24.0,16502.78620930718
1.39,576.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.51,763.0,18.0,7208.698502927139
2.97,814.0,21.0,10945.308805106837
3.58,911.0,24.0,16502.78620930718
1.3,563.0,6.0,820.9609922360846
1.39,576.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
3.58,910.0,24.0,16502.78620930718
1.33,642.0,3.0,1023.9916534620812
1.39,575.0,9.0,1219.7966515848211
1.66,629.0,12.0,2386.039620401448
2.08,695.0,15.0,4342.937684322529
2.97,812.0,21.0,10945.308805106837
3.58,909.0,24.0,16502.78620930718
4.51,1060.0,27.0,27140.00949485198
1.31,569.0,6.0,861.7179209286563
1.39,574.0,9.0,1219.7966515848211
2.08,694.0,15.0,4342.937684322529
2.97,811.0,21.0,10945.308805106837
3.58,908.0,24.0,16502.78620930718
1.39,573.0,9.0,1219.7966515848211
1.66,627.0,12.0,2386.039620401448
2.5,758.0,18.0,7208.698502927139
3.58,907.0,24.0,16502.78620930718
4.5,1060.0,27.0,27140.00949485198
1.25,570.0,3.0,606.987116600084
1.2,505.0,6.0,413.1822658001295
1.39,593.0,9.0,1219.7966515848211
2.98,835.0,21.0,10945.308805106837
3.6,933.0,24.0,16502.78620930718
1.39,592.0,9.0,1219.7966515848211
1.66,647.0,12.0,2386.039620401448
2.09,715.0,15.0,4342.937684322529
3.6,932.0,24.0,16502.78620930718
1.28,608.0,3.0,787.5972782549611
1.21,505.0,6.0,423.2248903161049
1.66,646.0,12.0,2386.039620401448
2.09,714.0,15.0,4342.937684322529
2.98,833.0,21.0,10945.308805106837
3.6,931.0,24.0,16502.78620930718
1.39,590.0,9.0,1219.7966515848211
2.09,713.0,15.0,4342.937684322529
4.53,1080.0,27.0,27140.00949485198
1.27,610.0,3.0,724.0742747993755
1.21,506.0,6.0,446.54597978125315
1.39,589.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.09,712.0,15.0,4342.937684322529
3.59,928.0,24.0,16502.78620930718
4.53,1080.0,27.0,27140.00949485198
1.23,579.0,3.0,551.5380062642242
1.22,508.0,6.0,462.44243860841755
1.39,589.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.98,830.0,21.0,10945.308805106837
3.59,927.0,24.0,16502.78620930718
1.39,588.0,9.0,1219.7966515848211
1.66,643.0,12.0,2386.039620401448
2.09,710.0,15.0,4342.937684322529
2.51,778.0,18.0,7208.698502927139
1.14,498.0,3.0,206.27697363470583
1.23,516.0,6.0,511.57694771056185
1.66,642.0,12.0,2386.039620401448
2.09,709.0,15.0,4342.937684322529
2.51,777.0,18.0,7208.698502927139
2.98,828.0,21.0,10945.308805106837
1.12,474.0,3.0,135.29268762684444
1.24,521.0,6.0,544.3961189650634
1.66,641.0,12.0,2386.039620401448
2.09,708.0,15.0,4342.937684322529
2.51,776.0,18.0,7208.698502927139
3.59,924.0,24.0,16502.78620930718
1.24,520.0,6.0,544.3961189650634
1.39,585.0,9.0,1219.7966515848211
2.09,707.0,15.0,4342.937684322529
2.51,775.0,18.0,7208.698502927139
1.24,525.0,6.0,574.963815484492
1.66,639.0,12.0,2386.039620401448
2.09,706.0,15.0,4342.937684322529
2.51,774.0,18.0,7208.698502927139
3.59,922.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.17,496.0,3.0,303.47785033677405
1.26,534.0,6.0,625.9099763502065
1.39,584.0,9.0,1219.7966515848211
3.59,921.0,24.0,16502.78620930718
1.26,541.0,6.0,665.2113004466147
2.08,704.0,15.0,4342.937684322529
2.51,772.0,18.0,7208.698502927139
2.98,823.0,21.0,10945.308805106837
4.52,1070.0,27.0,27140.00949485198
1.27,548.0,6.0,705.9682291391863
1.39,582.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
1.25,602.0,3.0,681.4742784166979
1.26,538.0,6.0,659.3888820619617
1.39,581.0,9.0,1219.7966515848211
2.08,702.0,15.0,4342.937684322529
3.59,918.0,24.0,16502.78620930718
1.28,548.0,6.0,713.2462521200027
1.66,635.0,12.0,2386.039620401448
2.08,702.0,15.0,4342.937684322529
2.51,768.0,18.0,7208.698502927139
3.59,917.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.11,461.0,3.0,80.36298727637812
1.28,549.0,6.0,721.9798796969823
1.39,580.0,9.0,1219.7966515848211
1.66,634.0,12.0,2386.039620401448
2.51,767.0,18.0,7208.698502927139
2.97,819.0,21.0,10945.308805106837
3.58,916.0,24.0,16502.78620930718
4.52,1070.0,27.0,27140.00949485198
1.28,552.0,6.0,743.8139486394314
1.39,579.0,9.0,1219.7966515848211
2.08,700.0,15.0,4342.937684322529
2.97,818.0,21.0,10945.308805106837
4.51,1070.0,27.0,27140.00949485198
1.29,558.0,6.0,780.2040635435131
1.39,578.0,9.0,1219.7966515848211
1.66,632.0,12.0,2386.039620401448
2.08,699.0,15.0,4342.937684322529
2.97,817.0,21.0,10945.308805106837
1.29,559.0,6.0,790.3932957166561
1.66,631.0,12.0,2386.039620401448
2.51,764.0,18.0,7208.698502927139
2.97,816.0,21.0,10945.308805106837
3.58,913.0,24.0,16502.78620930718
1.3,567.0,6.0,838.4282473900439
1.39,577.0,9.0,1219.7966515848211
3.58,912.0,24.0,16502.78620930718
1.3,565.0,6.0,831.1502244092276
1.39,576.0,9.0,1219.7966515848211
1.66,630.0,12.0,2386.039620401448
2.51,762.0,18.0,7208.698502927139
3.58,911.0,24.0,16502.78620930718
1.28,582.0,3.0,776.6645358204687
1.3,564.0,6.0,829.6946198130644
1.39,575.0,9.0,1219.7966515848211
2.08,695.0,15.0,4342.937684322529
2.97,813.0,21.0,10945.308805106837
4.51,1060.0,27.0,27140.00949485198
1.33,632.0,3.0,1011.5928344559132
1.39,574.0,9.0,1219.7966515848211
2.08,694.0,15.0,4342.937684322529
2.51,760.0,18.0,7208.698502927139
2.97,812.0,21.0,10945.308805106837
4.51,1060.0,27.0,27140.00949485198
1.33,640.0,3.0,1019.7190874531991
1.39,574.0,9.0,1219.7966515848211
2.51,759.0,18.0,7208.698502927139
2.97,811.0,21.0,10945.308805106837
4.51,1060.0,27.0,27140.00949485198
1.3,631.0,3.0,923.3350248410641
1.66,626.0,12.0,2386.039620401448
2.5,758.0,18.0,7208.698502927139
2.97,810.0,21.0,10945.308805106837
3.58,907.0,24.0,16502.78620930718
4.5,1060.0,27.0,27140.00949485198
1.24,566.0,3.0,585.1530476576348
1.21,506.0,6.0,426.0942116063836
